X,Y,site_id,site_typ,botanic,diameter,conditn,planted,add_num,add_str,modified,GlobalID
1449823.31270816,727778.506496906,10678,T,Picea abies,17,80,0, , ,2018/12/24 00:00:00+00,{E6B63024-331A-4829-A7A2-57D533A5B2CB}
1449845.68667916,727691.321959987,10679,T,Acer saccharum,26,70,0, , ,2019/08/23 00:00:00+00,{A9D85453-4B09-446A-B5C4-166E6ABE0088}
1449856.38580475,727719.652283907,10680,T,Picea abies,23,80,0, , ,2018/12/24 00:00:00+00,{416126CF-DCC4-49D6-9764-98D2D75E9601}
1449871.22960708,727694.912832074,10681,T,Picea abies,23,50,0, , ,2018/12/24 00:00:00+00,{FAF84440-DED1-4FEE-BE98-2D2E5046897B}
1449887.63574225,727667.048058406,10682,T,Acer rubrum,18,70,0, , ,2018/12/24 00:00:00+00,{35A32EA2-F7A6-4E5B-B360-E3CE35E309DE}
1449910.03169483,727635.016954489,10683,T,Picea abies,21,80,0, , ,2018/12/24 00:00:00+00,{39A993FC-8A2B-4B9C-9D1B-B37C3F8142E2}
1449930.34399016,727598.03769774,10684,T,Quercus rubra,12,70,0, , ,2018/12/24 00:00:00+00,{993A388E-4432-4507-ACD3-0C3CB35F37B6}
1449923.83383258,727595.173202157,10685,S,Ulmus americana,15,0,0, , ,2018/12/24 00:00:00+00,{79F3A83B-8FFF-448B-96C8-A7A50595B7C9}
1449918.10451333,727591.787710235,10686,T,Robinia pseudoacacia,20,80,0, , ,2018/12/24 00:00:00+00,{804D69B6-1A1D-4AB2-820D-0C1AEB3DA79B}
1449912.63569225,727586.839885488,10687,T,Robinia pseudoacacia,24,30,0, , ,2018/12/24 00:00:00+00,{4F381079-687A-46B5-8500-8730CBD6BF62}
1449908.46903391,727580.58989799,10688,T,Robinia pseudoacacia,33,70,0, , ,2018/12/24 00:00:00+00,{D91C6DEC-279D-474F-90C2-C2E5D64BDF81}
1449837.11484591,727540.485647485,10689,T,Thuja occidentalis,15,70,0, , ,2018/12/24 00:00:00+00,{0AB6E0BF-7B15-4132-B03E-F2FAC9C0280E}
1449847.0108235,727551.683459736,10690,T,Thuja occidentalis,36,70,0, , ,2018/12/24 00:00:00+00,{A48BB0BB-229E-406E-AE2D-1B862C9C6CB3}
1449849.61482091,727612.621001907,10691,T,Betula alleghaniensis,2,80,0, , ,2018/12/24 00:00:00+00,{F4DDCDAD-0A0B-47FA-9EDA-1ADDACCD511A}
1449824.35437275,727657.412578985,10692,P,,0,0,0, , ,2019/08/23 00:00:00+00,{DEA6C6C7-541E-47A7-8A2F-EF9C6FD587B6}
1449791.54210241,727714.183462821,10693,T,Betula alleghaniensis,2,50,0, , ,2018/12/24 00:00:00+00,{9052BA16-2286-4EE2-A054-8C4620A41D54}
1449759.51067041,727771.475342989,10694,T,Quercus macrocarpa,2,80,0, , ,2018/12/24 00:00:00+00,{CFE957C5-446E-4801-97C7-83CCC13E8163}
1449734.25022225,727812.360759906,10695,T,syringa reticulata,2,80,2013, , ,2019/03/19 00:00:00+00,{26460B1A-89D8-46F1-82DB-F51AD570A857}
1449718.10458525,727794.652461991,10696,T,Betula alleghaniensis,2,80,0, , ,2018/12/24 00:00:00+00,{7AAD2C08-5B4F-4803-85ED-0D31C53B2ACA}
1449747.53169174,727745.433400318,10697,T,Acer griseum,2,80,0, , ,2018/12/24 00:00:00+00,{CA19304D-B28D-4714-A7BA-F138065D10FF}
1449800.39608733,727648.55859407,10698,T,Thuja occidentalis,21,70,0, , ,2018/12/24 00:00:00+00,{B4BA3998-8B7E-4131-A480-A9F238CE2FFA}
1449820.18771441,727616.787660241,10699,T,Acer griseum,2,80,0, , ,2018/12/24 00:00:00+00,{64FF3633-E99B-40EC-B913-C331B9E3A641}
1449789.19827508,727620.693820402,10700,T,Acer griseum,1,70,0, , ,2018/12/24 00:00:00+00,{E5F0F795-F28D-4813-8596-E6A36E8B7AD9}
1449727.74006466,727731.371092491,10701,T,syringa reticulata,1,80,2013, , ,2019/03/19 00:00:00+00,{B228AD5B-AC89-4839-865A-6BF8DDD2CB38}
1449703.26078291,727772.517007574,10702,T,Betula alleghaniensis,2,80,0, , ,2018/12/24 00:00:00+00,{49EB64F7-D2C7-40CF-A348-E865809954E7}
1449660.03153866,727778.24599874,10703,T,Acer rubrum,22,70,0, , ,2019/06/17 00:00:00+00,{1DAD53B9-56C6-4DA6-9514-CEF42CC2EBB2}
1449679.82316574,727736.839913569,10704,R,Acer saccharum,28,0,0, , ,2019/06/17 00:00:00+00,{47DD6296-378D-4017-A59B-FBD057F472A5}
1449692.06297066,727708.454471655,10705,T,Fraxinus americana,22,70,0, , ,2018/12/24 00:00:00+00,{BFA858E8-F34C-4615-ACF3-D4B769A52BC5}
1449721.75024724,727692.569004737,10706,T,Acer griseum,1,70,0, , ,2018/12/24 00:00:00+00,{898A625C-7D8F-4845-A0C1-79FC3E085D4C}
1449747.77841041,727642.058935158,10707,T,syringa reticulata,1,80,2013, , ,2019/03/19 00:00:00+00,{40FFE524-2264-497F-BA10-15C5E0CCB7B0}
1449772.27114358,727604.548183404,10708,T,Juniperus spp,14,70,0, , ,2018/12/24 00:00:00+00,{B6C8C7BC-72EF-49DD-9D5B-A4109A436BA3}
1449794.92726624,727562.881600074,10709,T,Betula alleghaniensis,3,80,0, , ,2018/12/24 00:00:00+00,{23A2770D-B3EC-4714-B537-BA70DD1F2B2E}
1449775.91713366,727548.298295908,10710,T,Acer griseum,2,80,0, , ,2018/12/24 00:00:00+00,{D820BBDD-FCAF-47B8-BB84-129F865893C5}
1449752.21901833,727590.48554749,10711,T,Betula alleghaniensis,3,80,0, , ,2018/12/24 00:00:00+00,{2EB8F9FD-4499-49FE-8441-9E3A9CFD65A0}
1449702.4796165,727644.912603989,10712,S,Acer saccharum,24,0,0, , ,2021/05/21 00:00:00+00,{9168835C-C12A-4D27-B8BE-E51AD3CC9AB7}
1449720.18791441,727598.818864152,10713,T,syringa reticulata,1,80,2013, , ,2019/03/19 00:00:00+00,{0F951C83-8636-421A-8278-100E56486582}
1449750.13568916,727545.693970405,10714,T,Acer griseum,2,70,0, , ,2018/12/24 00:00:00+00,{3DA2C5CC-FF40-4DE7-B147-0A45F594E057}
1443292.82084791,734355.724969737,10715,T,Acer saccharinum,2,80,0,66,cross pw,2018/12/24 00:00:00+00,{E23B78D5-1D49-48F6-B541-60AC1BC60123}
1443812.16232891,734694.622585908,10716,R,,0,0,0,1447,north av,2020/01/07 00:00:00+00,{AE084C24-DE0D-4B96-BFC7-992B5BA6425B}
1443801.48518491,734686.593074404,10717,T,Acer x freemanii 'Celebration',2,80,2018,1447,north av,2018/10/24 00:00:00+00,{DE190C3A-30FE-4A05-81FC-5C126FC3BBED}
1443336.7443165,734770.826173656,10718,T,Acer platanoides,13,50,0,32,green acres dr,2018/12/20 00:00:00+00,{EF8A7EF6-9A2C-4491-BDF2-656C81062A42}
1442607.0567995,734193.410005651,10719,T,Quercus rubra,28,70,0,130,green acres dr,2018/12/24 00:00:00+00,{210E551B-EB80-4F90-BBBD-B176371A9933}
1442575.11230958,734172.229601823,10720,T,Quercus rubra,26,80,0,130,green acres dr,2018/12/24 00:00:00+00,{21F9F8AC-A5C5-4F9E-88D5-0442693A6BA3}
1442499.23286816,734200.078299403,10721,T,Quercus rubra,43,70,0,130,green acres dr,2017/10/27 00:00:00+00,{6D1B75B2-2750-4765-AA82-8AB56BEDDD4A}
1442462.25361141,734240.572969072,10722,T,Quercus rubra,22,70,0,130,green acres dr,2020/09/28 00:00:00+00,{7DBCC480-3DFE-4157-A3FA-6F3A5497DBAD}
1442458.34745125,734244.08871007,10723,T,Quercus rubra,41,70,0,130,green acres dr,2020/09/28 00:00:00+00,{12E77552-5C1D-48DA-98A0-673F6B0E113F}
1442620.46753383,734523.537298158,10724,T,Malus spp,11,80,0,111,loaldo dr,2019/01/24 00:00:00+00,{39394653-0C29-4BB5-92A1-A93A28C00324}
1442975.15514466,734854.266623572,10725,T,Malus spp,7,70,0,52,loaldo dr,2018/12/20 00:00:00+00,{24247946-36C0-4A13-9898-77D3E297C655}
1442981.66563033,734988.381184742,10726,T,Acer negundo,22,70,0,52,loaldo dr,2018/12/20 00:00:00+00,{613E5B67-8639-4FAC-8745-C57CDC4D94BE}
1443222.29047716,735196.974927656,10727,T,Catalpa speciosa,6,80,0, 17,loaldo dr,2019/01/24 00:00:00+00,{975C3401-5C76-4B3E-9C6D-0807AB4D13D6}
1441966.30676866,735223.589375742,10728,T,Quercus rubra,12,70,0,2,grey meadow dr,2021/07/16 00:00:00+00,{73EC769F-91AA-4937-AD96-8694BE5F11C7}
1441929.06701374,735218.641550988,10729,T,Quercus rubra,18,80,0,2,grey meadow dr,2021/07/16 00:00:00+00,{C84B15CF-0637-4624-87F7-C78924C060FD}
1441911.35871583,735180.881127819,10730,R,Quercus rubra,14,70,0,6,grey meadow dr,2021/07/16 00:00:00+00,{825A9ED1-5A53-4914-A6D5-494021856CE1}
1441868.00808075,735132.669281989,10731,T,Quercus rubra,14,80,0,6,grey meadow dr,2021/07/16 00:00:00+00,{70F2CED3-3CE3-466A-820D-7CA29AD1A34A}
1441835.19548233,735102.634565152,10732,T,Acer x freemanii,12,80,0,12,grey meadow dr,2021/07/16 00:00:00+00,{04FAE1FC-F363-4A2D-957C-1F88B7942673}
1441803.07743633,735076.940062739,10733,T,Quercus rubra,15,80,0,12,grey meadow dr,2021/07/16 00:00:00+00,{FC5839E8-9B39-4B23-A743-1B108F858499}
1441767.14017225,735084.579155073,10734,T,Amelanchier x grandiflora,6,70,0,12,grey meadow dr,2018/12/20 00:00:00+00,{4AE05934-52BD-4EEE-83FC-7257296938FF}
1441737.10545541,735123.294300735,10735,T,Amelanchier x grandiflora,7,70,0,12,grey meadow dr,2018/12/20 00:00:00+00,{734280BC-C67A-42BA-ABB0-535A970A1BB0}
1441713.32072608,735154.023569986,10736,T,Amelanchier x grandiflora,6,70,0,12,grey meadow dr,2018/12/20 00:00:00+00,{A88C6787-5CB5-4A1D-B06F-100878EC13F0}
1441694.91787574,735176.940190822,10737,T,Amelanchier x grandiflora,5,70,0,12,grey meadow dr,2018/12/20 00:00:00+00,{947C998F-51AE-4AB9-B5E6-6CCA72255449}
1441676.51502541,735201.245588407,10738,T,Amelanchier x grandiflora,6,70,0,12,grey meadow dr,2018/12/20 00:00:00+00,{22824CF9-6AA3-43D3-966C-33D5273E2B63}
1441655.68173375,735227.113646902,10739,T,Amelanchier x grandiflora,3,70,0, ,grey meadow dr,2018/12/20 00:00:00+00,{2E849396-44B7-4C3C-81B8-00C54FA5AC18}
1441639.18865649,735248.641490988,10740,T,Amelanchier x grandiflora,3,80,0, ,grey meadow dr,2018/12/20 00:00:00+00,{0A37CE8A-BA47-4075-8412-CA555790AF3C}
1441620.78580616,735271.905552074,10741,T,Amelanchier x grandiflora,4,70,0, ,grey meadow dr,2018/12/20 00:00:00+00,{BA5C304E-1D4F-44D5-BC1F-B7F4F888AF9D}
1441601.86228758,735296.03739357,10742,T,Amelanchier x grandiflora,5,70,0, ,grey meadow dr,2018/12/20 00:00:00+00,{EDE16CA8-343F-4359-A870-5E5CDFACC361}
1441583.80687749,735318.780458324,10743,T,Amelanchier x grandiflora,5,80,0, ,grey meadow dr,2018/12/20 00:00:00+00,{1B15A6EC-9CAE-422D-BA79-C7B81B7D4C4B}
1441551.86238758,735298.641390987,10744,T,Amelanchier x grandiflora,5,70,0, ,grey meadow dr,2018/12/20 00:00:00+00,{8654C42B-ABCE-4D3D-8E10-BF0956403F5C}
1441568.70257699,735275.724770159,10745,T,Amelanchier x grandiflora,6,70,0, ,grey meadow dr,2018/12/20 00:00:00+00,{19B33646-8D65-49FE-95A6-C7E4ED91F243}
1441589.88298083,735250.030267738,10746,T,Amelanchier x grandiflora,6,70,0, ,grey meadow dr,2018/12/20 00:00:00+00,{B9E5160D-BBC9-41B5-89C8-C06365E00F48}
1441607.59160683,735225.898426235,10747,T,Amelanchier x grandiflora,6,70,0, ,grey meadow dr,2018/12/20 00:00:00+00,{5311510B-59DE-4DA8-9414-AE79271115ED}
1441626.68868149,735201.245588407,10748,T,Amelanchier x grandiflora,6,70,0, ,grey meadow dr,2018/12/20 00:00:00+00,{C048F2C1-F8E0-419F-8AA4-6438A66C9B3B}
1441672.86936341,735143.259483904,10749,T,Amelanchier x grandiflora,8,70,0,20,grey meadow dr,2018/12/20 00:00:00+00,{D7E38A65-1E4D-446F-AE2E-9A49C72A840C}
1441688.66788825,735123.467856824,10750,T,Amelanchier x grandiflora,7,70,0,20,grey meadow dr,2018/12/20 00:00:00+00,{3B0333C2-DA6D-4C41-AA99-3726B0B0FB87}
1441716.96638808,735085.273379408,10751,T,Amelanchier x grandiflora,5,70,0,20,grey meadow dr,2018/12/20 00:00:00+00,{859D3627-B9B3-4EFA-89B7-7BCD1F0F956A}
1441733.28590925,735064.440087736,10752,T,Acer x freemanii,3,80,0,20,grey meadow dr,2018/12/20 00:00:00+00,{EAA72748-5D12-4C9A-9369-53BEED453E3E}
1441749.25799016,735034.752811156,10753,T,Quercus rubra,9,70,0,20,grey meadow dr,2021/07/16 00:00:00+00,{268FD4B1-9F91-4BF8-86B8-813485F6764F}
1441727.20947783,735017.218069322,10754,T,Quercus rubra,11,70,0,20,grey meadow dr,2021/07/16 00:00:00+00,{C5F48B8A-0DBC-4932-A60B-39228CA81A6A}
1441706.20263008,735003.155433401,10755,T,Quercus rubra,12,80,0,20,grey meadow dr,2021/07/16 00:00:00+00,{8C6A4E18-99EF-499B-9F36-E5B46F598D2A}
1441672.69547924,734980.065256491,10756,T,Acer rubrum,7,70,0,24,grey meadow dr,2021/07/16 00:00:00+00,{C7FBFE8D-3001-4FC8-961D-22A8D333BA9D}
1441642.14009416,734960.96785374,10757,T,Acer rubrum,5,70,0,24,grey meadow dr,2021/07/16 00:00:00+00,{E9D3B371-15A1-468C-A40D-1F91AFAE1268}
1441602.90395216,734937.877676822,10758,T,Acer rubrum,9,80,0,28,grey meadow dr,2021/07/16 00:00:00+00,{82B6F7AA-FFC5-4DDD-BBDE-2C9533DF7A7E}
1441574.9525645,734921.037487403,10759,T,Quercus rubra,13,70,0,28,grey meadow dr,2021/07/16 00:00:00+00,{3B088916-94B5-4F52-B9F9-721A6983F416}
1441540.05663691,734900.03031157,10760,T,Acer x freemanii 'Autumn Blaze',12,70,0,32,grey meadow dr,2021/07/16 00:00:00+00,{33A9371D-888A-4AB1-AB78-EA6366840A30}
1441516.0983515,734884.578898907,10761,T,Acer rubrum,9,80,0,32,grey meadow dr,2021/07/19 00:00:00+00,{1A0BFB1F-8C49-42C6-87A0-A3A03F600B4D}
1441485.7165225,734864.78727182,10762,T,Quercus rubra,19,70,0,32,grey meadow dr,2021/07/19 00:00:00+00,{AF303516-F214-4436-B098-A898F5BC75BE}
1441451.68870341,734841.697094902,10763,T,Acer rubrum,11,70,0,36,grey meadow dr,2021/07/19 00:00:00+00,{D8D3062F-ED39-4E6A-9003-026797DAEC37}
1441419.39710133,734818.259477735,10764,T,Acer rubrum,14,70,0,36,grey meadow dr,2021/07/19 00:00:00+00,{2C210DB8-2FA6-42EF-BFB5-164710D18C80}
1441387.10549925,734794.127636239,10765,T,Quercus rubra,23,80,0,38,grey meadow dr,2021/07/19 00:00:00+00,{C1846B7C-C68D-42C8-8275-49002F369223}
1441348.56358158,734764.613915741,10766,T,Quercus rubra,22,80,0,42,grey meadow dr,2021/07/19 00:00:00+00,{32A39CD7-D24E-4269-AF99-ABC492EB7895}
1441317.48720016,734740.134633988,10767,T,Acer rubrum,9,70,0,42,grey meadow dr,2021/07/19 00:00:00+00,{9AF3EAFC-EF7D-49F1-906B-DE30A1C05ABC}
1441290.05680883,734719.648454487,10768,T,Acer rubrum,14,70,0,42,grey meadow dr,2021/07/19 00:00:00+00,{AE065728-4C94-4178-897C-36C1E6701D00}
1441225.99427291,734670.516662985,10769,T,Quercus rubra,22,70,0,48,grey meadow dr,2021/07/19 00:00:00+00,{1C25CE0E-8005-4A67-A375-4DBB14B44C4E}
1441203.07765208,734615.134555906,10770,T,Acer rubrum,14,70,0,56,grey meadow dr,2021/07/26 00:00:00+00,{363EE59E-96D7-4115-85EF-80ED852E9481}
1441236.41091875,734556.453898989,10771,T,Acer rubrum,12,80,0,58,grey meadow dr,2021/07/26 00:00:00+00,{9063CB77-7E40-4631-885A-09725EC5512D}
1441262.27897725,734522.078967735,10772,T,Acer rubrum,14,80,0,58,grey meadow dr,2021/07/26 00:00:00+00,{1DAD191E-F8E4-4BD6-BAE3-2C21FD1A8333}
1441284.32748958,734492.73880332,10773,T,Acer rubrum,13,70,0,60,grey meadow dr,2021/07/26 00:00:00+00,{AA4A5302-2F9C-4D8E-8A10-27CB5273642D}
1441307.93866283,734461.835977986,10774,T,Acer rubrum,17,50,0,60,grey meadow dr,2021/07/26 00:00:00+00,{B31B6B8B-153E-450D-BE47-EAC0E21D0AF4}
1441330.85528366,734431.454148985,10775,T,Acer rubrum,7,50,0,62,grey meadow dr,2021/07/26 00:00:00+00,{16D4374F-3267-4E44-B21F-D015ECC20CAC}
1441353.59834841,734402.113656491,10776,T,Acer rubrum,13,70,0,62,grey meadow dr,2021/07/26 00:00:00+00,{DA736D69-3AE5-4421-A2F4-74C12AF8D478}
1441380.16095933,734367.391613074,10777,T,Acer rubrum,15,80,0,64,grey meadow dr,2021/07/26 00:00:00+00,{E2765BDB-0DD7-4246-8042-18A51B75BB8E}
1441408.63301525,734332.322129406,10778,T,Acer rubrum,11,80,0,64,grey meadow dr,2021/07/26 00:00:00+00,{D1163CEA-6C24-4F49-8AB3-9524C5EEE668}
1441450.64703883,734284.231674403,10779,T,Acer rubrum,13,70,0,66,grey meadow dr,2021/07/26 00:00:00+00,{C9AB45D7-3685-45EB-9203-24B7CE352370}
1441471.4803305,734259.231724404,10780,T,Acer x freemanii 'Celebration',2,80,2017,66,grey meadow dr,2021/07/26 00:00:00+00,{A6144EA9-1B08-4E68-BCCE-6A78653B526D}
1441498.91104991,734227.634674735,10781,T,Acer rubrum,18,70,0,68,grey meadow dr,2021/07/26 00:00:00+00,{FC27C4B7-F130-4964-9333-46EA3721666C}
1441557.41782266,734161.488809653,10782,T,Acer rubrum,15,70,0,70,grey meadow dr,2021/07/28 00:00:00+00,{372DD15D-5BA3-4FE9-8061-413502875994}
1441576.86233758,734139.960965574,10783,T,Acer rubrum,9,70,0,72,grey meadow dr,2021/07/28 00:00:00+00,{EBAE0380-FF71-4744-B9C3-9340BEB2D802}
1441634.50132991,734074.509652905,10784,T,Acer rubrum,8,70,0,74,grey meadow dr,2021/07/28 00:00:00+00,{F4BB2393-45E8-40ED-8C38-9267388612FA}
1448284.75082466,727924.066245154,10785,T,Picea abies,16,80,0, , ,2018/12/24 00:00:00+00,{7D0DB8AB-4DFE-4494-92AF-634365E3AD6D}
1448311.05654633,727928.228310324,10786,T,Quercus rubra,31,80,0, , ,2018/12/24 00:00:00+00,{B9F0514C-07F6-4270-987B-3E7A2940147A}
1448382.93173066,728034.999094158,10787,T,Acer campestre,18,50,0, , ,2018/12/24 00:00:00+00,{39D2FC86-FC98-46A4-9BD2-B15FBE318B9B}
1448428.24430408,728079.009504825,10788,T,Malus spp,21,70,0, , ,2019/04/11 00:00:00+00,{B7D43981-C477-471A-A52D-92FF1DA1B6DF}
1448381.10889966,727894.113877237,10789,S,Fraxinus pennsylvanica,19,0,0, , ,2018/12/24 00:00:00+00,{A0231D2F-FE81-42F0-805B-6C5809EAA38F}
1448391.26504733,727893.072212651,10790,T,Tilia americana,9,80,0, , ,2018/12/24 00:00:00+00,{1F8318B4-68EF-4C12-BC66-7B308CAEE973}
1448418.3483265,727861.301278822,10791,T,Quercus rubra,17,80,0, , ,2018/12/24 00:00:00+00,{B31D897E-C3FD-4E7A-85D3-346442AF1BF9}
1448451.68159316,727824.322022073,10792,T,Pinus strobus,12,80,0, , ,2018/12/24 00:00:00+00,{576017D3-E778-44E3-A2AE-09A0D580E267}
1448435.53595616,727811.040880658,10793,S,Pinus strobus,12,0,0, , ,2022/02/17 00:00:00+00,{163FA6B1-9B8A-4594-8DF5-5E4FA2A2688C}
1448435.79612625,727820.936530158,10794,R,,0,0,0, , ,2018/12/24 00:00:00+00,{3E7BFD71-2779-4E79-9898-66864ED8B389}
1448438.66094991,727790.988755405,10795,T,Quercus rubra,30,70,0, , ,2018/12/24 00:00:00+00,{F7A21499-E8EE-4C35-890B-D71118629BB2}
1448410.27550799,727778.228282236,10796,S,,14,0,0, , ,2020/12/28 00:00:00+00,{0586C45B-73E2-498C-8EB4-4CCD39DC2B7B}
1448400.11903225,727738.905526236,10797,S,,20,0,0, , ,2020/12/28 00:00:00+00,{86373F03-C920-48C8-908B-F91E4703FB57}
1448404.28569058,727731.353375986,10798,S,Fraxinus pennsylvanica,11,0,0, , ,2019/12/04 00:00:00+00,{E72813CB-4B8B-48A8-B19A-E440FC9C7379}
1448406.36901975,727729.530544989,10799,S,Fraxinus pennsylvanica,16,0,0, , ,2019/12/04 00:00:00+00,{322905EC-2822-4BB6-AB91-F8FF54A21C55}
1448405.06718508,727719.113899156,10800,S,,16,0,0, , ,2020/12/28 00:00:00+00,{2FE0B29E-208C-47B2-97E4-E7AB05778333}
1448385.27555799,727697.759611152,10801,S,,20,0,0, , ,2020/12/28 00:00:00+00,{BC924476-ED6C-4305-ACFF-370774EE21C6}
1448361.83794083,727671.197000235,10802,S,,21,0,0, , ,2020/12/28 00:00:00+00,{8847A4EA-A75D-420B-82CE-0ACAA7B39B98}
1448371.47342025,727785.780432485,10803,T,Quercus rubra,19,80,0, , ,2018/12/24 00:00:00+00,{1B39AFAC-AD3A-452C-86B9-CC8C33F82384}
1448352.20246141,727731.613874152,10804,T,Carya ovata,13,80,0, , ,2018/12/24 00:00:00+00,{A943E72E-FE68-4F4A-942F-C2EEF93FB40C}
1448378.76507233,727638.644899987,10805,S,,30,0,0, , ,2020/12/28 00:00:00+00,{D4EA1164-303C-4771-8836-FD8C1C3169AF}
1448366.08957275,727625.307000153,10806,T,Pinus strobus,25,80,0, , ,2018/12/24 00:00:00+00,{B0EF45A1-B612-4DB1-A425-2FFCC653522C}
1448343.86914475,727598.280479401,10807,S,,9,0,0, , ,2020/12/28 00:00:00+00,{21CAA241-1CF0-4A74-90CF-5C079F850DBD}
1448355.066957,727593.332654655,10808,S,,11,0,0, , ,2020/12/28 00:00:00+00,{3BEF2CB7-ACF5-42FF-99CE-8F3B646621CA}
1448341.00464916,727590.728329152,10809,R,,0,0,0, , ,2018/12/24 00:00:00+00,{7636F3F8-4A2C-4CA6-92FE-43C86C6B7CC2}
1448497.25466475,727816.769871823,10810,T,Quercus rubra,18,80,0, , ,2018/12/24 00:00:00+00,{74A807ED-15FD-4442-8F0A-483E793D097E}
1448499.85866216,727813.124209821,10811,T,Quercus rubra,28,80,0, , ,2018/12/24 00:00:00+00,{FB1CEBD8-898D-4854-92D1-8B20F95398D1}
1448553.50455225,727844.113649152,10812,T,Pinus strobus,19,80,0, , ,2018/12/24 00:00:00+00,{2A3B75EF-FC12-440A-AE0A-CD3B585BC560}
1448560.27553608,727834.738667905,10813,T,Pinus resinosa,11,50,0, , ,2018/12/24 00:00:00+00,{3ADF999D-0287-4232-9C07-8CF50A35118E}
1448574.07734574,727846.978472821,10814,T,Pinus strobus,42,70,0, , ,2018/12/24 00:00:00+00,{AA792089-0C64-4B06-9E78-7CE28E06E4C5}
1448606.629446,727794.634417407,10815,T,Acer rubrum,8,70,0, , ,2018/12/24 00:00:00+00,{5B5744A0-ECA6-42CD-948B-0FFD8D457468}
1448611.57759883,727795.415911905,10816,T,Acer rubrum,7,70,0, , ,2018/12/24 00:00:00+00,{85DEE423-B24C-46FB-AE81-88DE5C5F2EC7}
1448592.30664,727782.655438736,10817,T,Acer rubrum,13,50,0, , ,2018/12/24 00:00:00+00,{D5D3B40B-B3DF-44FF-ABD0-47D76C91641B}
1448601.42112308,727790.467759073,10818,S,,11,0,0, , ,2018/12/24 00:00:00+00,{000F70C8-7A74-4C58-8456-3A1D6B33EAC8}
1448606.88994416,727781.874272324,10819,S,,12,0,0, , ,2018/12/24 00:00:00+00,{8E773AC1-C0E0-4B94-AB4F-9FBA2F8D417B}
1448612.35876524,727788.124259822,10820,T,Quercus rubra,36,50,0, , ,2018/12/24 00:00:00+00,{0B56ECBD-C5C1-4DC9-AB37-60068800F1D3}
1448575.3795085,727706.353425987,10821,T,Pinus strobus,37,80,0, , ,2018/12/24 00:00:00+00,{A5EF956B-BA05-4FB9-9758-1BD2AB9A05F2}
1448579.02549858,727690.728457235,10822,T,Pinus strobus,23,80,0, , ,2018/12/24 00:00:00+00,{608D1070-BFB9-4BCC-A926-AF0B5A75804F}
1448584.75448975,727700.624106735,10823,T,Acer rubrum,14,70,0, , ,2018/12/24 00:00:00+00,{7A3DB6A1-3883-4759-A7FC-DAC7339B2406}
1448675.36684133,727550.089630902,10824,S,Quercus rubra,7,0,0, , ,2022/10/25 00:00:00+00,{ABC0E372-CF6E-4EA6-9DB1-7800176224E6}
1448694.24705291,727549.438385487,10825,T,Acer rubrum,13,80,0, , ,2022/10/25 00:00:00+00,{07B4ECB1-0783-4661-B5F9-277FB2295ECA}
1448704.44650758,727553.127682574,10826,T,Quercus rubra,20,70,0, , ,2022/10/25 00:00:00+00,{A89B986A-AB4C-423F-B900-A6B3C003FE4B}
1448707.48488733,727563.761519574,10827,T,Quercus rubra,16,70,0, , ,2022/10/25 00:00:00+00,{3D5C01D8-88F6-4BB9-B335-0B6C25F0F183}
1448687.95343033,727561.157194071,10828,R,,0,0,0, , ,2018/12/24 00:00:00+00,{C02C0015-2DF1-4BFD-BA7F-9DCE10BDE6BF}
1448694.89797024,727573.744111158,10829,T,Quercus rubra,19,70,0, , ,2022/10/25 00:00:00+00,{D71FBC99-604A-41F5-9D59-34BDC90532E8}
1448708.36874383,727576.148305818,10830,T,Quercus rubra,30,50,0, , ,2023/08/09 00:00:00+00,{43339339-E5A8-4652-ABFD-7395C49028E9}
1448630.96568341,727533.47483474,10831,T,Quercus rubra,16,50,0, , ,2022/10/25 00:00:00+00,{C3BC2401-BBCA-4407-A834-A5E00FDF8D44}
1448624.889252,727547.884582825,10832,T,Quercus rubra,31,70,0, , ,2022/10/25 00:00:00+00,{2956C078-3051-4968-BF0E-F0BF0DAC173C}
1448616.90337558,727545.974809736,10833,T,Quercus rubra,34,70,0, , ,2022/10/25 00:00:00+00,{581915C8-E370-48BE-9D5B-40F8EDD914DC}
1448649.07752383,727524.321965903,10834,T,Pinus strobus,15,80,0, , ,2022/10/25 00:00:00+00,{D3201E49-5B70-45D9-8AD3-E0C634AE8774}
1448643.46565841,727519.065086655,10835,T,Pinus strobus,15,80,0, , ,2022/10/25 00:00:00+00,{B06FBBB8-3B9B-46BD-85DE-EDB6E03C1A84}
1448626.45191291,727509.690105408,10836,T,Celtis occidentalis,6,80,0, , ,2022/10/25 00:00:00+00,{9DD9328D-7D4B-4D92-AE3D-0D612D955286}
1448614.47260616,727526.183182657,10837,T,Quercus rubra,9,70,0, , ,2018/12/24 00:00:00+00,{188A3303-6646-4DE3-9EE8-934F8E1A8A43}
1448603.88240425,727535.558163904,10838,T,Acer rubrum,11,50,0, , ,2022/10/25 00:00:00+00,{4E871FEB-AEA1-44AE-BA7A-6E3D9781143E}
1448587.56288308,727536.947268739,10839,T,Quercus rubra,80,50,0, , ,2022/10/25 00:00:00+00,{FC79FC71-0E0E-40E2-A320-FA91A0038069}
1448555.96583341,727525.662514403,10840,T,Quercus rubra,92,50,0, , ,2022/10/25 00:00:00+00,{5D197201-6DC2-4125-9DDC-885EA41B955A}
