plant_id,surveyed_on,surveyor,dbh_in,height_ft,spread_ft,condition,status,photo,notes
UVM-2227,2024-01-09,EC,,,,good,active,,
UVM-3315,2024-01-09,EC,,,,good,active,,
UVM-2232,2024-01-09,EC,,,,good,active,,
UVM-2235,2024-01-09,EC,,,,good,active,,
UVM-2236,2024-01-09,EC,,,,good,active,,
UVM-4479,2024-01-09,EC,,,,good,active,,
UVM-4480,2024-01-09,EC,,,,good,active,,
UVM-1843,2024-01-09,EC,,,,good,active,,
UVM-1815,2024-01-09,EC,,,,good,active,,
UVM-1803,2024-01-09,EC,,,,good,active,,
UVM-1804,2024-01-09,EC,,,,good,active,,
UVM-1805,2024-01-09,EC,,,,good,active,,
UVM-1807,2024-01-09,EC,,,,good,active,,
UVM-1808,2024-01-09,EC,,,,good,active,,
UVM-4481,2024-01-09,EC,,,,good,active,,
UVM-4482,2024-01-09,EC,,,,good,active,,
UVM-1809,2024-01-09,EC,,,,good,active,,
UVM-1810,2024-01-09,EC,,,,good,active,,
UVM-4483,2024-01-09,EC,,,,good,active,,
UVM-1762,2024-01-09,EC,,,,good,active,,
UVM-1767,2024-01-09,EC,,,,good,active,,
UVM-2884,2024-01-09,EC,,,,good,active,,
UVM-2885,2024-01-09,EC,,,,good,active,,
UVM-4484,2024-01-09,EC,,,,good,active,,
UVM-1761,2024-01-09,EC,,,,good,active,,
UVM-1776,2024-01-09,EC,,,,good,active,,
UVM-1768,2024-01-09,EC,,,,good,active,,
UVM-1769,2024-01-09,EC,,,,good,active,,
UVM-1770,2024-01-09,EC,,,,good,active,,
UVM-2883,2024-01-09,EC,,,,good,active,,
UVM-1777,2024-01-09,EC,,,,good,active,,
UVM-2882,2024-01-09,EC,,,,good,active,,
UVM-1779,2024-01-09,EC,,,,good,active,,
UVM-2881,2024-01-09,EC,,,,good,active,,
UVM-1759,2024-01-09,EC,,,,good,active,,
UVM-2880,2024-01-09,EC,,,,good,active,,
UVM-4485,2024-01-09,EC,,,,good,active,,
UVM-4486,2024-01-09,EC,,,,good,active,,
UVM-1932,2024-01-09,EC,,,,good,active,,
UVM-1933,2024-01-09,EC,,,,good,active,,
UVM-1931,2024-01-09,EC,,,,good,active,,
UVM-4487,2024-01-09,EC,,,,good,active,,
UVM-4488,2024-01-09,EC,,,,good,active,,
UVM-4489,2024-01-09,EC,,,,good,active,,
UVM-4490,2024-01-09,EC,,,,good,active,,
UVM-4491,2024-01-09,EC,,,,good,active,,
UVM-4492,2024-01-09,EC,,,,good,active,,
UVM-1918,2024-01-09,EC,,,,good,active,,
UVM-1919,2024-01-09,EC,,,,good,active,,
UVM-1920,2024-01-09,EC,,,,good,active,,
UVM-1921,2024-01-09,EC,,,,good,active,,
UVM-4493,2024-01-09,EC,,,,good,active,,
UVM-1936,2024-01-09,EC,,,,good,active,,
UVM-4494,2024-01-09,EC,,,,good,active,,
UVM-4495,2024-01-09,EC,,,,good,active,,
UVM-4496,2024-01-09,EC,,,,good,active,,
UVM-4497,2024-01-09,EC,,,,good,active,,
UVM-4498,2024-01-09,EC,,,,good,active,,
UVM-4499,2024-01-09,EC,,,,good,active,,
UVM-1903,2024-01-09,EC,,,,good,active,,
UVM-1902,2024-01-09,EC,,,,good,active,,
UVM-4500,2024-01-09,EC,,,,good,active,,
UVM-4501,2024-01-09,EC,,,,good,active,,
UVM-4502,2024-01-09,EC,,,,good,active,,
UVM-4503,2024-01-09,EC,,,,good,active,,
UVM-4504,2024-01-09,EC,,,,good,active,,
UVM-4505,2024-01-09,EC,,,,good,active,,
UVM-4506,2024-01-09,EC,,,,good,active,,
UVM-4507,2024-01-09,EC,,,,good,active,,
UVM-4508,2024-01-09,EC,,,,good,active,,
UVM-4509,2024-01-09,EC,,,,good,active,,
UVM-4510,2024-01-09,EC,,,,good,active,,
UVM-2002,2024-01-09,EC,,,,good,active,,
UVM-2003,2024-01-09,EC,,,,good,active,,
UVM-2004,2024-01-09,EC,,,,good,active,,
UVM-4511,2024-01-09,EC,,,,good,active,,
UVM-4512,2024-01-09,EC,,,,good,active,,
UVM-4513,2024-01-09,EC,,,,good,active,,
UVM-2005,2024-01-09,EC,,,,good,active,,
UVM-2006,2024-01-09,EC,,,,good,active,,
UVM-2008,2024-01-09,EC,,,,good,active,,
UVM-2009,2024-01-09,EC,,,,good,active,,
UVM-4514,2024-01-09,EC,,,,good,active,,
UVM-4515,2024-01-09,EC,,,,good,active,,
UVM-2011,2024-01-09,EC,,,,good,active,,
UVM-4516,2024-01-09,EC,,,,good,active,,
UVM-4517,2024-01-09,EC,,,,good,active,,
UVM-4518,2024-01-09,EC,,,,good,active,,
UVM-4519,2024-01-09,EC,,,,good,active,,
UVM-4520,2024-01-09,EC,,,,good,active,,
UVM-4521,2024-01-09,EC,,,,good,active,,
UVM-4522,2024-01-09,EC,,,,good,active,,
UVM-4523,2024-01-09,EC,,,,good,active,,
UVM-2016,2024-01-09,EC,,,,good,active,,
UVM-2034,2024-01-09,EC,,,,good,active,,
UVM-2033,2024-01-09,EC,,,,good,active,,
UVM-2018,2024-01-09,EC,,,,good,active,,
UVM-4524,2024-01-09,EC,,,,good,active,,
UVM-4525,2024-01-09,EC,,,,good,active,,
UVM-2021,2024-01-09,EC,,,,good,active,,
UVM-2022,2024-01-09,EC,,,,good,active,,
UVM-2023,2024-01-09,EC,,,,good,active,,
UVM-4526,2024-01-09,EC,,,,good,active,,
UVM-4527,2024-01-09,EC,,,,good,active,,
UVM-4528,2024-01-09,EC,,,,good,active,,
UVM-4529,2024-01-09,EC,,,,good,active,,
UVM-4530,2024-01-09,EC,,,,good,active,,
UVM-4531,2024-01-09,EC,,,,good,active,,
UVM-4532,2024-01-09,EC,,,,good,active,,
UVM-4533,2024-01-09,EC,,,,good,active,,
UVM-4534,2024-01-09,EC,,,,good,active,,
UVM-4535,2024-01-09,EC,,,,good,active,,
UVM-4536,2024-01-09,EC,,,,good,active,,
UVM-4537,2024-01-09,EC,,,,good,active,,
UVM-4538,2024-01-09,EC,,,,good,active,,
UVM-4539,2024-01-09,EC,,,,good,active,,
UVM-4540,2024-01-09,EC,,,,good,active,,
UVM-1899,2024-01-09,EC,,,,good,active,,
UVM-1898,2024-01-09,EC,,,,good,active,,
UVM-1896,2024-01-09,EC,,,,good,active,,
UVM-1895,2024-01-09,EC,,,,good,active,,
UVM-1893,2024-01-09,EC,,,,good,active,,
UVM-4541,2024-01-09,EC,,,,good,active,,
UVM-4542,2024-01-27,EC,,,,good,active,,
UVM-2242,2024-02-17,EC,,,,good,active,,
UVM-2243,2024-02-17,EC,,,,good,active,,
UVM-4543,2024-02-17,EC,,,,good,active,,
UVM-4544,2024-02-17,EC,,,,good,active,,
UVM-4545,2024-02-17,EC,,,,good,active,,
UVM-4546,2024-02-17,EC,,,,good,active,,
UVM-4547,2024-02-17,EC,,,,good,active,,
UVM-4548,2024-02-17,EC,,,,good,active,,
UVM-4549,2024-02-17,EC,,,,good,active,,
UVM-4550,2024-02-17,EC,,,,good,active,,
UVM-2239,2024-02-17,EC,,,,good,active,,
UVM-4551,2024-02-17,EC,,,,good,active,,
UVM-4552,2024-02-17,EC,,,,good,active,,"TAG UNCERTAIN: recorded as ""1818 or 1942"" — check in person"
UVM-1826,2024-02-17,EC,,,,good,active,,
UVM-4553,2024-02-17,EC,,,,good,active,,
UVM-1828,2024-02-17,EC,,,,good,active,,
UVM-1838,2024-02-17,EC,,,,good,active,,
UVM-4554,2024-02-17,EC,,,,good,active,,"TAG UNCERTAIN: recorded as ""1837 or 1928"" — check in person"
UVM-1927,2024-02-17,EC,,,,good,active,,
UVM-1926,2024-02-17,EC,,,,good,active,,
UVM-1835,2024-02-17,EC,,,,good,active,,
UVM-4555,2024-02-17,EC,,,,good,active,,"TAG UNCERTAIN: recorded as ""1833 or 1922"" — check in person"
UVM-4556,2024-02-17,EC,,,,good,active,,
UVM-1831,2024-02-17,EC,,,,good,active,,
UVM-4557,2024-02-17,EC,,,,good,active,,"TAG UNCERTAIN: recorded as ""1931 or 1830"" — check in person"
UVM-1829,2024-02-17,EC,,,,good,active,,
UVM-1839,2024-02-17,EC,,,,good,active,,
UVM-1851,2024-02-17,EC,,,,good,active,,
UVM-4558,2024-02-17,EC,,,,good,active,,
UVM-1854,2024-02-17,EC,,,,good,active,,
UVM-1856,2024-02-17,EC,,,,good,active,,
UVM-1855,2024-02-17,EC,,,,good,active,,
UVM-4559,2024-02-17,EC,,,,good,active,,
UVM-4560,2024-02-17,EC,,,,good,active,,
UVM-1850,2024-02-17,EC,,,,good,active,,
UVM-1849,2024-02-17,EC,,,,good,active,,
UVM-1848,2024-02-17,EC,,,,good,active,,
UVM-1847,2024-02-17,EC,,,,good,active,,
UVM-1846,2024-02-17,EC,,,,good,active,,
UVM-1845,2024-02-17,EC,,,,good,active,,
UVM-1844,2024-02-17,EC,,,,good,active,,
UVM-1840,2024-02-17,EC,,,,good,active,,
UVM-4561,2024-02-17,EC,,,,good,active,,
UVM-1825,2024-02-17,EC,,,,good,active,,
UVM-4562,2024-02-17,EC,,,,good,active,,
UVM-4563,2024-02-17,EC,,,,good,active,,
UVM-4564,2024-02-17,EC,,,,good,active,,
UVM-4565,2024-02-17,EC,,,,good,active,,
UVM-4566,2024-02-17,EC,,,,good,active,,
UVM-4567,2024-02-17,EC,,,,good,active,,
UVM-1860,2024-02-17,EC,,,,good,active,,
UVM-1861,2024-02-17,EC,,,,good,active,,
UVM-1859,2024-02-17,EC,,,,good,active,,
UVM-1857,2024-02-17,EC,,,,good,active,,
UVM-1868,2024-02-17,EC,,,,good,active,,
UVM-4568,2024-02-17,EC,,,,good,active,,
UVM-1870,2024-02-17,EC,,,,good,active,,
UVM-1871,2024-02-17,EC,,,,good,active,,
UVM-4569,2024-02-17,EC,,,,good,active,,
UVM-1881,2024-02-17,EC,,,,good,active,,
UVM-4570,2024-02-17,EC,,,,good,active,,
UVM-1878,2024-02-17,EC,,,,good,active,,
UVM-1882,2024-02-17,EC,,,,good,active,,
UVM-1887,2024-02-17,EC,,,,good,active,,
UVM-1886,2024-02-17,EC,,,,good,active,,
UVM-1883,2024-02-17,EC,,,,good,active,,
UVM-1884,2024-02-17,EC,,,,good,active,,
UVM-1877,2024-02-17,EC,,,,good,active,,
UVM-1874,2024-02-17,EC,,,,good,active,,
UVM-1872,2024-02-17,EC,,,,good,active,,
UVM-4571,2024-02-17,EC,,,,good,active,,"TAG UNCERTAIN: recorded as ""1888 or 1833"" — check in person"
UVM-1889,2024-02-17,EC,,,,good,active,,
UVM-1890,2024-02-17,EC,,,,good,active,,
UVM-4572,2024-02-17,EC,,,,good,active,,
UVM-4573,2024-02-17,EC,,,,good,active,,
UVM-4574,2024-02-17,EC,,,,good,active,,
UVM-4575,2024-02-17,EC,,,,good,active,,
UVM-4576,2024-02-17,EC,,,,good,active,,
UVM-4577,2024-02-17,EC,,,,good,active,,
UVM-4578,2024-02-17,EC,,,,good,active,,
UVM-4579,2024-02-17,EC,,,,good,active,,
UVM-4580,2024-02-17,EC,,,,good,active,,
UVM-0758,2024-02-22,EC,,,,good,active,,
UVM-2612,2024-03-07,EC,,,,good,active,,
UVM-4581,2024-03-26,EC,,,,good,active,,
UVM-2261,2024-03-26,EC,,,,good,active,,
UVM-2800,2024-03-26,EC,,,,good,active,,
UVM-2263,2024-03-26,EC,,,,good,active,,
UVM-2264,2024-03-26,EC,,,,good,active,,
UVM-2268,2024-03-26,EC,,,,good,active,,
UVM-2799,2024-03-26,EC,,,,good,active,,
UVM-2285,2024-03-26,EC,,,,good,active,,
UVM-2798,2024-03-26,EC,,,,good,active,,
UVM-2286,2024-03-26,EC,,,,good,active,,
UVM-2287,2024-03-26,EC,,,,good,active,,
UVM-4582,2024-03-26,EC,,,,good,active,,
UVM-4583,2024-03-26,EC,,,,good,active,,
UVM-2294,2024-03-26,EC,,,,good,active,,
UVM-2293,2024-03-26,EC,,,,good,active,,
UVM-2299,2024-03-26,EC,,,,good,active,,
UVM-2298,2024-03-26,EC,,,,good,active,,
UVM-4584,2024-03-26,EC,,,,good,active,,TAG DISPUTED: tag 2297 is also on UVM-2297 — check in person
UVM-4585,2024-03-26,EC,,,,good,active,,TAG DISPUTED: tag 2296 is also on UVM-2296 — check in person
UVM-2295,2024-03-26,EC,,,,good,active,,
UVM-2300,2024-03-26,EC,,,,good,active,,
UVM-2503,2024-03-26,EC,,,,good,active,,
UVM-4586,2024-03-26,EC,,,,good,active,,
UVM-2501,2024-03-26,EC,,,,good,active,,
UVM-2504,2024-03-26,EC,,,,good,active,,
UVM-4587,2024-03-26,EC,,,,good,active,,
UVM-4588,2024-03-26,EC,,,,good,active,,
UVM-4589,2024-03-26,EC,,,,good,active,,
UVM-4590,2024-03-26,EC,,,,good,active,,
UVM-2466,2024-03-26,EC,,,,good,active,,
UVM-2467,2024-03-26,EC,,,,good,active,,
UVM-2468,2024-03-26,EC,,,,good,active,,
UVM-2797,2024-03-26,EC,,,,good,active,,
UVM-2483,2024-03-26,EC,,,,good,active,,
UVM-2470,2024-03-26,EC,,,,good,active,,
UVM-2469,2024-03-26,EC,,,,good,active,,
UVM-2100,2024-03-26,EC,,,,good,active,,
UVM-2796,2024-03-26,EC,,,,good,active,,
UVM-2096,2024-03-26,EC,,,,good,active,,
UVM-2097,2024-03-26,EC,,,,good,active,,
UVM-2795,2024-03-26,EC,,,,good,active,,
UVM-2079,2024-03-26,EC,,,,good,active,,
UVM-2078,2024-03-26,EC,,,,good,active,,
UVM-2076,2024-03-26,EC,,,,good,active,,
UVM-2077,2024-03-26,EC,,,,good,active,,
UVM-2074,2024-03-26,EC,,,,good,active,,
UVM-2092,2024-03-26,EC,,,,good,active,,
UVM-2091,2024-03-26,EC,,,,good,active,,
UVM-2089,2024-03-26,EC,,,,good,active,,
UVM-2088,2024-03-26,EC,,,,good,active,,
UVM-4591,2024-03-26,EC,,,,good,active,,
UVM-2082,2024-03-26,EC,,,,good,active,,
UVM-4592,2024-03-26,EC,,,,good,active,,
UVM-2792,2024-03-26,EC,,,,good,active,,
UVM-1937,2024-04-05,EC,,,,good,active,,
UVM-2759,2024-04-05,EC,,,,good,active,,
UVM-2760,2024-04-05,EC,,,,good,active,,
UVM-2762,2024-04-05,EC,,,,good,active,,
UVM-2754,2024-04-05,EC,,,,good,active,,
UVM-2753,2024-04-05,EC,,,,fair,active,,
UVM-2751,2024-04-05,EC,,,,good,active,,
UVM-2752,2024-04-05,EC,,,,good,active,,
UVM-2749,2024-04-05,EC,,,,good,active,,
UVM-2748,2024-04-05,EC,,,,good,active,,
UVM-2750,2024-04-05,EC,,,,good,active,,
UVM-2767,2024-04-05,EC,,,,good,active,,
UVM-2747,2024-04-05,EC,,,,good,active,,
UVM-2757,2024-04-05,EC,,,,good,active,,
UVM-2758,2024-04-05,EC,,,,good,active,,
UVM-2746,2024-04-05,EC,,,,good,active,,
UVM-2745,2024-04-05,EC,,,,good,active,,
UVM-2756,2024-04-05,EC,,,,good,active,,
UVM-2744,2024-04-05,EC,,,,good,active,,
UVM-2755,2024-04-05,EC,,,,good,active,,
UVM-2743,2024-04-05,EC,,,,good,active,,
UVM-2742,2024-04-05,EC,,,,good,active,,
UVM-2740,2024-04-05,EC,,,,good,active,,
UVM-2739,2024-04-05,EC,,,,good,active,,
UVM-2741,2024-04-05,EC,,,,good,active,,
UVM-2785,2024-04-05,EC,,,,good,active,,
UVM-2784,2024-04-05,EC,,,,good,active,,
UVM-2773,2024-04-05,EC,,,,good,active,,
UVM-2774,2024-04-05,EC,,,,good,active,,
UVM-2783,2024-04-05,EC,,,,good,active,,
UVM-2775,2024-04-05,EC,,,,good,active,,
UVM-2778,2024-04-05,EC,,,,good,active,,
UVM-2766,2024-04-05,EC,,,,good,active,,
UVM-2765,2024-04-05,EC,,,,good,active,,
UVM-2763,2024-04-05,EC,,,,good,active,,
UVM-2776,2024-04-05,EC,,,,good,active,,
UVM-4593,2024-04-05,EC,,,,good,active,,TAG DISPUTED: tag 2764 is also on UVM-2764 — check in person
UVM-2768,2024-04-05,EC,,,,good,active,,
UVM-2779,2024-04-05,EC,,,,good,active,,
UVM-2761,2024-04-05,EC,,,,good,active,,
UVM-2680,2024-04-05,EC,,,,good,active,,
UVM-2769,2024-04-05,EC,,,,good,active,,
UVM-2770,2024-04-05,EC,,,,good,active,,
UVM-2781,2024-04-05,EC,,,,good,active,,
UVM-2782,2024-04-05,EC,,,,good,active,,
UVM-2771,2024-04-05,EC,,,,good,active,,
UVM-2772,2024-04-05,EC,,,,good,active,,
UVM-2737,2024-04-05,EC,,,,good,active,,
UVM-2733,2024-04-05,EC,,,,good,active,,
UVM-2738,2024-04-05,EC,,,,good,active,,
UVM-2732,2024-04-05,EC,,,,good,active,,
UVM-2736,2024-04-05,EC,,,,good,active,,
UVM-2735,2024-04-05,EC,,,,good,active,,
UVM-2731,2024-04-05,EC,,,,good,active,,
UVM-2730,2024-04-05,EC,,,,good,active,,
UVM-2734,2024-04-05,EC,,,,good,active,,
UVM-2724,2024-04-05,EC,,,,good,active,,
UVM-2723,2024-04-05,EC,,,,good,active,,
UVM-2786,2024-04-05,EC,,,,good,active,,
UVM-2788,2024-04-05,EC,,,,good,active,,
UVM-2787,2024-04-05,EC,,,,good,active,,
UVM-2789,2024-04-05,EC,,,,good,active,,
UVM-2790,2024-04-05,EC,,,,good,active,,
UVM-2791,2024-04-05,EC,,,,good,active,,
UVM-2706,2024-04-05,EC,,,,good,active,,
UVM-2777,2024-04-05,EC,,,,good,active,,
UVM-4594,2024-04-05,EC,,,,good,active,,
UVM-4595,2024-04-05,EC,,,,good,active,,
UVM-4596,2024-04-05,EC,,,,good,active,,
UVM-2713,2024-04-05,EC,,,,good,active,,
UVM-2717,2024-04-05,EC,,,,good,active,,
UVM-2710,2024-04-05,EC,,,,good,active,,
UVM-2718,2024-04-05,EC,,,,good,active,,
UVM-2720,2024-04-05,EC,,,,good,active,,
UVM-2719,2024-04-05,EC,,,,good,active,,
UVM-2721,2024-04-05,EC,,,,good,active,,
UVM-2729,2024-04-05,EC,,,,good,active,,
UVM-2725,2024-04-05,EC,,,,good,active,,
UVM-2728,2024-04-05,EC,,,,good,active,,
UVM-2726,2024-04-05,EC,,,,good,active,,
UVM-4597,2024-04-05,EC,,,,good,active,,
UVM-2727,2024-04-05,EC,,,,good,active,,
UVM-2722,2024-04-05,EC,,,,good,active,,
UVM-2714,2024-04-05,EC,,,,good,active,,
UVM-1941,2024-04-05,EC,,,,good,active,,
UVM-1942,2024-04-05,EC,,,,fair,active,,
UVM-1940,2024-04-05,EC,,,,good,active,,
UVM-4598,2024-04-05,EC,,,,good,active,,
UVM-4599,2024-04-05,EC,,,,good,active,,
UVM-4600,2024-04-05,EC,,,,good,active,,
UVM-4601,2024-04-05,EC,,,,good,active,,
UVM-4602,2024-04-05,EC,,,,good,active,,
UVM-4603,2024-04-05,EC,,,,good,active,,
UVM-4604,2024-04-05,EC,,,,good,active,,
UVM-2711,2024-04-05,EC,,,,good,active,,
UVM-2712,2024-04-05,EC,,,,good,active,,
UVM-4605,2024-04-05,EC,,,,good,active,,
UVM-2709,2024-04-05,EC,,,,good,active,,
UVM-4606,2024-04-05,EC,,,,good,active,,
UVM-4607,2024-04-05,EC,,,,good,active,,
UVM-2708,2024-04-05,EC,,,,good,active,,
UVM-4608,2024-04-05,EC,,,,good,active,,
UVM-4609,2024-04-05,EC,,,,good,active,,
UVM-4610,2024-04-05,EC,,,,good,active,,
UVM-2704,2024-04-05,EC,,,,good,active,,
UVM-2703,2024-04-05,EC,,,,good,active,,
UVM-2705,2024-04-05,EC,,,,good,active,,
UVM-2702,2024-04-05,EC,,,,good,active,,
UVM-4611,2024-04-06,EC,,,,good,active,,TAG DISPUTED: tag 3814 is also on UVM-3814 — check in person
UVM-1429,2024-04-16,EC,,,,good,active,,
UVM-1430,2024-04-16,EC,,,,good,active,,
UVM-4612,2024-04-23,EC,,,,good,active,,
UVM-4613,2024-04-23,EC,,,,good,active,,
UVM-4614,2024-04-23,EC,,,,good,active,,
UVM-4615,2024-04-23,EC,,,,good,active,,
UVM-4616,2024-04-23,EC,,,,good,active,,
UVM-4617,2024-04-23,EC,,,,good,active,,
UVM-4618,2024-04-23,EC,,,,good,active,,
UVM-4619,2024-04-23,EC,,,,good,active,,
UVM-4620,2024-04-23,EC,,,,good,active,,
UVM-4621,2024-04-23,EC,,,,good,active,,
UVM-4622,2024-04-23,EC,,,,good,active,,
UVM-4623,2024-04-23,EC,,,,good,active,,
UVM-4624,2024-04-23,EC,,,,good,active,,
UVM-4625,2024-04-23,EC,,,,good,active,,
UVM-4626,2024-04-23,EC,,,,good,active,,
UVM-4627,2024-04-23,EC,,,,good,active,,
UVM-4628,2024-04-23,EC,,,,good,active,,
UVM-4629,2024-04-23,EC,,,,good,active,,
UVM-4630,2024-04-23,EC,,,,fair,active,,
UVM-4631,2024-04-23,EC,,,,good,active,,
UVM-4632,2024-04-23,EC,,,,good,active,,
UVM-4633,2024-04-23,EC,,,,good,active,,
UVM-4634,2024-04-23,EC,,,,good,active,,
UVM-4635,2024-04-23,EC,,,,good,active,,
UVM-4636,2024-04-23,EC,,,,good,active,,
UVM-4637,2024-04-23,EC,,,,good,active,,
UVM-4638,2024-04-23,EC,,,,good,active,,
UVM-4639,2024-04-23,EC,,,,good,active,,
UVM-4640,2024-04-23,EC,,,,good,active,,
UVM-4641,2024-04-23,EC,,,,good,active,,
UVM-4642,2024-04-23,EC,,,,good,active,,
UVM-4643,2024-04-23,EC,,,,good,active,,
UVM-4644,2024-04-23,EC,,,,good,active,,
UVM-4645,2024-04-23,EC,,,,good,active,,
UVM-4646,2024-04-23,EC,,,,good,active,,
UVM-4647,2024-04-23,EC,,,,good,active,,
UVM-4648,2024-04-23,EC,,,,good,active,,
UVM-4649,2024-04-23,EC,,,,good,active,,
UVM-4650,2024-04-23,EC,,,,good,active,,
UVM-4651,2024-04-23,EC,,,,good,active,,
UVM-4652,2024-04-23,EC,,,,good,active,,
UVM-4653,2024-04-23,EC,,,,good,active,,
UVM-4654,2024-04-23,EC,,,,good,active,,
UVM-4655,2024-04-23,EC,,,,good,active,,
UVM-4656,2024-04-23,EC,,,,good,active,,
UVM-4657,2024-04-23,EC,,,,good,active,,
UVM-4658,2024-04-23,EC,,,,good,active,,
UVM-4659,2024-04-23,EC,,,,good,active,,
UVM-4660,2024-04-23,EC,,,,good,active,,
UVM-4661,2024-04-23,EC,,,,good,active,,
UVM-4662,2024-04-23,EC,,,,good,active,,
UVM-4663,2024-04-23,EC,,,,good,active,,
UVM-4664,2024-04-23,EC,,,,good,active,,
UVM-4665,2024-04-23,EC,,,,good,active,,
UVM-4666,2024-04-23,EC,,,,good,active,,
UVM-4667,2024-04-23,EC,,,,good,active,,
UVM-4668,2024-04-23,EC,,,,good,active,,
UVM-4669,2024-04-23,EC,,,,good,active,,
UVM-4670,2024-04-23,EC,,,,good,active,,
UVM-4671,2024-04-23,EC,,,,good,active,,
UVM-4672,2024-04-23,EC,,,,good,active,,
UVM-4673,2024-04-23,EC,,,,good,active,,
UVM-4674,2024-04-23,EC,,,,good,active,,
UVM-4675,2024-04-23,EC,,,,good,active,,
UVM-4676,2024-04-23,EC,,,,good,active,,
UVM-4677,2024-04-23,EC,,,,good,active,,
UVM-4678,2024-04-23,EC,,,,good,active,,
UVM-4679,2024-04-23,EC,,,,good,active,,
UVM-4680,2024-04-23,EC,,,,good,active,,
UVM-4681,2024-04-23,EC,,,,good,active,,
UVM-4682,2024-04-23,EC,,,,good,active,,
UVM-4683,2024-04-23,EC,,,,good,active,,
UVM-4684,2024-04-23,EC,,,,good,active,,
UVM-4685,2024-04-23,EC,,,,good,active,,
UVM-4686,2024-04-23,EC,,,,good,active,,
UVM-4687,2024-04-23,EC,,,,good,active,,
UVM-4688,2024-04-23,EC,,,,good,active,,
UVM-4689,2024-04-23,EC,,,,good,active,,
UVM-4690,2024-04-23,EC,,,,good,active,,
UVM-4691,2024-04-23,EC,,,,good,active,,
UVM-4692,2024-04-23,EC,,,,good,active,,
UVM-4693,2024-04-23,EC,,,,good,active,,
UVM-4694,2024-04-23,EC,,,,good,active,,
UVM-4695,2024-04-23,EC,,,,good,active,,
UVM-4696,2024-04-23,EC,,,,good,active,,
UVM-4697,2024-05-06,EC,,,,good,active,,
UVM-4698,2024-05-06,EC,,,,good,active,,
UVM-4699,2024-05-06,EC,,,,good,active,,
UVM-4700,2024-05-06,EC,,,,good,active,,
UVM-4701,2024-05-06,EC,,,,good,active,,
UVM-4702,2024-05-06,EC,,,,good,active,,
UVM-4703,2024-05-06,EC,,,,good,active,,
UVM-0101,2026-09-21,EMR,,,,,removed,,Gone. Bare mark on the ground where it stood; no stump left. Condition left blank rather than guessed — there was nothing there to assess.
UVM-0105,2026-09-21,EMR,,,,,active,,"TAG REPLACED: now wears tag 3497, photographed. Record deliberately left keyed to UVM-0105 — ask grounds how re-tagging works before changing any accession."
UVM-4704,2026-09-22,EMR,,,,good,active,untagged-1790110578399.webp,
UVM-4705,2026-09-22,EMR,,,,good,active,untagged-1790110492553.webp,
UVM-4706,2026-09-22,EMR,,,,excellent,active,untagged-1790110256891.webp,
UVM-4707,2026-09-22,EMR,,,,excellent,active,untagged-1790110195083.webp,
UVM-4708,2026-09-22,EMR,,,,excellent,active,untagged-1790110136334.webp,
UVM-0640,2026-09-24,,,,,good,active,untagged-1790279145970.webp,CLAIMED BY POSITION: matched to UVM-0640 from 17 m
UVM-4709,2026-09-24,,,,,excellent,active,untagged-1790279034844.webp,
UVM-4002,2026-09-24,,,,,,active,untagged-1790278696890.webp,CLAIMED BY POSITION: matched to UVM-4002 from 5 m
UVM-4711,2026-09-24,,,,,fair,active,untagged-1790278642668.webp,
UVM-4712,2026-09-24,,,,,good,active,untagged-1790278546126.webp,
UVM-4713,2026-09-24,,,,,good,active,untagged-1790278440805.webp,
UVM-4714,2026-09-24,,,,,excellent,active,untagged-1790278333011.webp,
UVM-1099,2026-09-24,,,,,,active,untagged-1790278195548.webp,CLAIMED BY POSITION: matched to UVM-1099 from 4 m
UVM-1088,2026-09-24,,,,,,active,1088-1790278034637.webp,
UVM-1083,2026-09-24,,,,,,active,1083-1790277899179.webp,
UVM-1080,2026-09-24,,,,,,active,1080-1790277784479.webp,
UVM-0731,2026-09-24,,,,,,active,untagged-1790275489223.webp,CLAIMED BY POSITION: matched to UVM-0731 from 7 m
UVM-0767,2026-09-24,,,,,,not-found,,CLAIMED BY POSITION: matched to UVM-0767 from 4 m
UVM-4006,2026-09-25,EMR,,,,excellent,active,untagged-1790366596204.webp,CLAIMED BY POSITION: matched to UVM-4006 from 16 m
UVM-0311,2026-09-25,EMR,,,,,active,untagged-1790366114061.webp,CLAIMED BY POSITION: matched to UVM-0311 from 6 m
UVM-0308,2026-09-25,EMR,,,,excellent,active,untagged-1790365877518.webp,CLAIMED BY POSITION: matched to UVM-0308 from 3 m
UVM-0307,2026-09-25,EMR,,,,excellent,active,untagged-1790365760676.webp,CLAIMED BY POSITION: matched to UVM-0307 from 2 m
UVM-0306,2026-09-25,EMR,,,,,active,untagged-1790365601980.webp,CLAIMED BY POSITION: matched to UVM-0306 from 8 m
UVM-4715,2026-09-25,EMR,,,,excellent,active,untagged-1790365491422.webp,
UVM-0304,2026-09-25,EMR,,,,excellent,active,untagged-1790365435388.webp,CLAIMED BY POSITION: matched to UVM-0304 from 2 m
