Tree,Common_Name,Botanical,DBH,Age_Class,Condition
1453,Oak- Northern Red,Quercus rubra,4,Young,Fair
1454,Oak- Northern Red,Quercus rubra,4,Young,Fair
1455,Oak- Northern Red,Quercus rubra,3,Young,Good
1456,Oak-Swamp White,Quercus bicolor,3,Young,Good
1457,Oak-English,Quercus robur,3,Young,Good
1458,Oak-English,Quercus robur,3,Young,Good
1459,Oak- Northern Red,Quercus rubra,3,Young,Good
1460,Oak- Northern Red,Quercus rubra,3,Young,Good
1461,Oak-Bur,Quercus macrocarpa,3,Young,Good
1462,Redwood-Dawn,Metasequoia glyptostroboides,6,Young,Good
1463,Pine-Eastern White,Pinus strobus,6,Young,Good
1464,Pine-Eastern White,Pinus strobus,5,Young,Good
1465,Oak- Northern Red,Quercus rubra,2,Young,Good
1466,Oak-Bur,Quercus macrocarpa,3,Young,Good
1467,Redwood-Dawn,Metasequoia glyptostroboides,2,Young,Fair
1468,Redwood-Dawn,Metasequoia glyptostroboides,3,Young,Fair
1469,Oak- Northern Red,Quercus rubra,3,Young,Good
1470,Oak- Northern Red,Quercus rubra,4,Young,Good
1471,Oak- Northern Red,Quercus rubra,4,Young,Good
1472,Oak- Northern Red,Quercus rubra,6,Young,Good
1473,Spruce-Norway,Picea abies,35,Mature,Good
1474,Maple-Sugar,Acer saccharum,2,Young,Good
1475,Maple-Sugar,Acer saccharum,4,Young,Good
1476,Birch-River,Betula nigra,4,Young,Good
1477,Birch-River,Betula nigra,2,Young,Good
1478,Birch-River,Betula nigra,2,Young,Good
1479,Birch-River,Betula nigra,2,Young,Good
1480,Birch-River,Betula nigra,2,Young,Good
1481,Birch-River,Betula nigra,2,Young,Good
1482,Birch-River,Betula nigra,2,Young,Good
1483,Birch-River,Betula nigra,2,Young,Good
1484,Birch-River,Betula nigra,2,Young,Good
1485,Birch-River,Betula nigra,2,Young,Good
1486,Ash-Green,Fraxinus pennsylvanica,3,Young,Good
1487,Ash-Green,Fraxinus pennsylvanica,3,Young,Good
1488,Hornbeam-American,Carpinus caroliniana,4,Young,Good
1489,Hornbeam-American,Carpinus caroliniana,5,Young,Good
1490,Hornbeam-American,Carpinus caroliniana,3,Young,Good
1491,Hornbeam-American,Carpinus caroliniana,4,Young,Good
1492,Hornbeam-American,Carpinus caroliniana,3,Young,Fair
1493,Tuliptree,Liriodendron tulipifera,3,Young,Good
1494,Ash-White,Fraxinus americana,4,Young,Good
1495,Hornbeam-American,Carpinus caroliniana,3,Young,Good
1496,Ash-White,Fraxinus americana,3,Young,Good
1497,Ash-White,Fraxinus americana,3,Young,Fair
1498,Ash-White,Fraxinus americana,3,Young,Good
1499,Ash-White,Fraxinus americana,4,Young,Fair
1500,Maple-Red,Acer rubrum,4,Young,Good
1501,Locust-Black,Robinia pseudoacacia,36,Over-mature,Fair
1502,Lilac-Japanese Tree,Syringa reticulata,2,Semi-mature,Fair
1503,Hickory-Pignut,Carya glabra,13,Semi-mature,Good
1504,Locust-Black,Robinia pseudoacacia,30,Over-mature,Fair
1505,Linden-European,Tilia x europaea,18,Mature,Good
1506,Honeylocust-Thornless Common,Gleditsia triacanthos,7,Semi-mature,Good
1507,Honeylocust-Thornless Common,Gleditsia triacanthos,5,Young,Good
1508,Serviceberry,Amelanchier sp,2,Semi-mature,Good
1509,Serviceberry,Amelanchier sp,2,Semi-mature,Good
1510,Serviceberry,Amelanchier sp,3,Semi-mature,Good
1511,Serviceberry,Amelanchier sp,2,Semi-mature,Good
1512,Serviceberry,Amelanchier sp,2,Semi-mature,Good
1513,Serviceberry,Amelanchier sp,2,Semi-mature,Good
1514,Maple-Sugar,Acer saccharum,7,Semi-mature,Good
1515,Maple-Sugar,Acer saccharum,7,Semi-mature,Good
1516,Maple-Sugar,Acer saccharum,7,Semi-mature,Good
1517,Maple-Sugar,Acer saccharum,8,Semi-mature,Good
1518,Maple-Sugar,Acer saccharum,10,Semi-mature,Good
1519,Maple-Sugar,Acer saccharum,10,Semi-mature,Good
1520,Maple-Sugar,Acer saccharum,11,Semi-mature,Good
1521,Maple-Sugar,Acer saccharum,9,Semi-mature,Good
1522,Birch-Paper,Betula papyrifera,4,Semi-mature,Good
1523,Birch-Paper,Betula papyrifera,5,Semi-mature,Fair
1524,Birch-Paper,Betula papyrifera,5,Semi-mature,Fair
1525,Birch-Paper,Betula papyrifera,4,Semi-mature,Good
1526,Birch-Paper,Betula papyrifera,3,Semi-mature,Good
1527,Birch-Paper,Betula papyrifera,5,Semi-mature,Good
1528,Birch-Paper,Betula papyrifera,5,Semi-mature,Good
1529,Birch-Paper,Betula papyrifera,6,Semi-mature,Good
1530,Birch-Paper,Betula papyrifera,3,Semi-mature,Good
1531,Birch-Paper,Betula papyrifera,4,Semi-mature,Good
1532,Birch-Paper,Betula papyrifera,5,Semi-mature,Good
1533,Birch-Paper,Betula papyrifera,3,Semi-mature,Good
1534,Pine-Austrian,Pinus nigra,12,Semi-mature,Good
1535,Pine-Austrian,Pinus nigra,10,Semi-mature,Good
1536,Pine-Austrian,Pinus nigra,7,Semi-mature,Fair
1537,Pine-Austrian,Pinus nigra,7,Semi-mature,Good
1538,Birch-Paper,Betula papyrifera,5,Semi-mature,Good
1539,Birch-Paper,Betula papyrifera,7,Semi-mature,Good
1540,Birch-Paper,Betula papyrifera,6,Semi-mature,Good
1541,Birch-Paper,Betula papyrifera,3,Semi-mature,Good
1542,Birch-Paper,Betula papyrifera,3,Semi-mature,Good
1543,Birch-Paper,Betula papyrifera,4,Semi-mature,Good
1544,Birch-Paper,Betula papyrifera,5,Semi-mature,Fair
1545,Birch-Paper,Betula papyrifera,4,Semi-mature,Fair
1546,Birch-Paper,Betula papyrifera,3,Semi-mature,Good
1547,Birch-Paper,Betula papyrifera,5,Semi-mature,Good
1548,Birch-Paper,Betula papyrifera,5,Semi-mature,Good
1549,Birch-Paper,Betula papyrifera,5,Semi-mature,Good
1550,Birch-Paper,Betula papyrifera,5,Semi-mature,Good
1551,Crabapple,Malus sp,6,Mature,Good
1552,Crabapple,Malus sp,5,Mature,Good
1553,Crabapple,Malus sp,5,Mature,Good
1554,Crabapple,Malus sp,5,Mature,Good
1555,Crabapple,Malus sp,6,Mature,Good
1556,Crabapple,Malus sp,6,Mature,Good
1557,Birch-Paper,Betula papyrifera,2,Young,Fair
1558,Birch-Paper,Betula papyrifera,3,Young,Fair
1559,Birch-Paper,Betula papyrifera,6,Semi-mature,Good
1560,Maple-Red,Acer rubrum,6,Semi-mature,Good
1561,Maple-Red,Acer rubrum,7,Semi-mature,Good
1562,Maple-Red,Acer rubrum,4,Young,Fair
1563,Maple-Red,Acer rubrum,7,Semi-mature,Good
1564,Birch-Paper,Betula papyrifera,7,Semi-mature,Good
1565,Birch-Paper,Betula papyrifera,7,Semi-mature,Good
1566,Maple-Red,Acer rubrum,4,Young,Good
1567,Maple-Red,Acer rubrum,4,Young,Good
1568,Maple-Red,Acer rubrum,5,Young,Good
1569,Maple-Red,Acer rubrum,4,Young,Good
1570,Maple-Red,Acer rubrum,5,Young,Good
1571,Maple-Red,Acer rubrum,6,Young,Good
1572,Maple-Red,Acer rubrum,4,Young,Good
1573,Maple-Red,Acer rubrum,3,Young,Fair
1574,Maple-Red,Acer rubrum,2,Young,Fair
1575,Maple-Red,Acer rubrum,4,Young,Good
1576,Maple-Red,Acer rubrum,4,Young,Good
1577,Maple-Red,Acer rubrum,5,Young,Good
1578,Maple-Red,Acer rubrum,5,Young,Good
1579,Maple-Red,Acer rubrum,6,Young,Good
1580,Maple-Red,Acer rubrum,4,Young,Fair
1581,Birch-Paper,Betula papyrifera,2,Young,Good
1582,Birch-Paper,Betula papyrifera,3,Young,Good
1583,Birch-Paper,Betula papyrifera,3,Young,Good
1584,Birch-Paper,Betula papyrifera,3,Young,Good
1585,Redwood-Dawn,Metasequoia glyptostroboides,3,Young,Dead
1586,Spruce-White,Picea glauca,9,Mature,Fair
1587,Birch-River,Betula nigra,6,Mature,Good
1588,Birch-River,Betula nigra,4,Mature,Good
1589,Birch-River,Betula nigra,5,Mature,Good
1590,Birch-River,Betula nigra,4,Mature,Good
1591,Birch-River,Betula nigra,4,Mature,Good
1592,Maple-Norway,Acer platanoides,9,Mature,Fair
1593,Birch-Yellow,Betula alleghaniensis,25,Mature,Fair
1594,Locust-Black,Robinia pseudoacacia,31,Over-mature,Fair
1595,Locust-Black,Robinia pseudoacacia,24,Over-mature,Fair
1596,Locust-Black,Robinia pseudoacacia,23,Over-mature,Fair
1597,Planetree-London,Platanus x acerifolia,7,Young,Good
1598,Pear-Callery,Pyrus calleryana,7,Mature,Good
1599,Purple Leaf Plum,Prunus cerasifera,4,Semi-mature,Good
1600,Purple Leaf Plum,Prunus cerasifera,3,Semi-mature,Good
1601,Maple-Red,Acer rubrum,4,Young,Good
1602,Arborvitae-Eastern,Thuja occidentalis,23,Over-mature,Good
1603,Oak- Black,Quercus velutina,14,Semi-mature,Fair
1604,Arborvitae-Eastern,Thuja occidentalis,2,Semi-mature,Fair
1605,Arborvitae-Eastern,Thuja occidentalis,2,Semi-mature,Fair
1606,Pine-Eastern White,Pinus strobus,4,Semi-mature,Fair
1607,Pine-Eastern White,Pinus strobus,6,Semi-mature,Good
1608,Linden-Silver,Tilia tomentosa,9,Semi-mature,Good
1609,Linden-Silver,Tilia tomentosa,9,Semi-mature,Good
1610,Linden-Silver,Tilia tomentosa,5,Semi-mature,Fair
1611,Linden-Silver,Tilia tomentosa,6,Semi-mature,Fair
1612,Maple-Sugar,Acer saccharum,8,Semi-mature,Good
1613,Fir-Douglas,Pseudotsuga menziesii,20,Mature,Fair
1614,Maple-Norway,Acer platanoides,8,Semi-mature,Good
1615,Spruce-Norway,Picea abies,23,Mature,Good
1616,Hawthorn,Crataegus sp,11,Mature,Good
1617,Hawthorn,Crataegus sp,11,Mature,Good
1618,Spruce-Norway,Picea abies,21,Mature,Good
1619,Maple-Norway,Acer platanoides,3,Young,Fair
1620,Zelkova-Japanese,Zelkova serrata,4,Young,Good
1621,Zelkova-Japanese,Zelkova serrata,3,Young,Good
1622,Zelkova-Japanese,Zelkova serrata,4,Young,Good
1623,Zelkova-Japanese,Zelkova serrata,4,Young,Good
1624,Zelkova-Japanese,Zelkova serrata,6,Semi-mature,Good
1625,Linden-Silver,Tilia tomentosa,11,Semi-mature,Good
1626,Honeylocust-Thornless Common,Gleditsia triacanthos,8,Semi-mature,Fair
1627,Willow,Salix sp,9,Semi-mature,Good
1628,Arborvitae-Eastern,Thuja occidentalis,11,Mature,Fair
1629,Arborvitae-Eastern,Thuja occidentalis,11,Mature,Poor
1630,Arborvitae-Eastern,Thuja occidentalis,10,Mature,Fair
1631,Arborvitae-Eastern,Thuja occidentalis,13,Mature,Fair
1632,Arborvitae-Eastern,Thuja occidentalis,14,Mature,Fair
1633,Maple-Norway,Acer platanoides,6,Semi-mature,Good
1634,Arborvitae-Eastern,Thuja occidentalis,16,Mature,Good
1635,Maple-Sugar,Acer saccharum,2,New planting,Good
1636,Boxelder,Acer negundo,6,Semi-mature,Poor
1637,Zelkova-Japanese,Zelkova serrata,4,Young,Good
1638,Zelkova-Japanese,Zelkova serrata,2,Young,Good
1639,Willow-White,Salix alba,11,Semi-mature,Good
1640,Sweetgum,Liquidambar styraciflua,2,New planting,Fair
1641,Willow,Salix sp,8,New planting,Good
1642,Sweetgum,Liquidambar styraciflua,2,New planting,Good
1643,Birch-Sweet,Betula lenta,4,Semi-mature,Good
1644,Maackia-Amur,Maackia amurensis,7,Semi-mature,Good
1645,Birch-Paper,Betula papyrifera,4,Young,Good
1646,Birch-Paper,Betula papyrifera,2,Young,Good
1647,Birch-Paper,Betula papyrifera,4,Semi-mature,Good
1648,Linden-Littleleaf,Tilia cordata,14,Mature,Good
1649,Oak-Pin,Quercus palustris,24,Mature,Good
1650,Redwood-Dawn,Metasequoia glyptostroboides,7,Young,Good
1651,Maple-Norway,Acer platanoides,15,Mature,Good
1652,Maple-Sugar,Acer saccharum,12,Semi-mature,Fair
1653,Maple-Silver,Acer saccharinum,20,Mature,Poor
1654,Oak-Pin,Quercus palustris,24,Mature,Good
1655,Ash-Green,Fraxinus pennsylvanica,19,Mature,Good
1656,Ash-Green,Fraxinus pennsylvanica,14,Mature,Good
1657,Ash-Green,Fraxinus pennsylvanica,20,Mature,Good
1658,Oak-English,Quercus robur,18,Mature,Good
1659,Oak-English,Quercus robur,10,Semi-mature,Good
1660,Oak-English,Quercus robur,12,Semi-mature,Good
1661,Oak-English,Quercus robur,15,Mature,Good
1662,Ash-Green,Fraxinus pennsylvanica,21,Mature,Fair
1663,Oak-White,Quercus alba,24,Mature,Good
1664,Oak-White,Quercus alba,29,Mature,Good
1665,Maple-Norway,Acer platanoides,12,Semi-mature,Good
1666,Maple-Norway,Acer platanoides,24,Over-mature,Good
1667,Maple-Norway,Acer platanoides,9,Semi-mature,Good
1668,Maple-Norway,Acer platanoides,14,Semi-mature,Good
1669,Maple-Sugar,Acer saccharum,19,Mature,Good
1670,Oak-White,Quercus alba,19,Mature,Dead
1671,Oak-English,Quercus robur,15,Semi-mature,Good
1672,Oak-English,Quercus robur,23,Mature,Good
1673,Oak-White,Quercus alba,24,Mature,Good
1674,Oak-English,Quercus robur,14,Semi-mature,Good
1675,Oak-English,Quercus robur,16,Semi-mature,Good
1676,Maple-Norway,Acer platanoides,7,Semi-mature,Good
1677,Maple-Norway,Acer platanoides,6,Semi-mature,Good
1678,Maple-Norway,Acer platanoides,23,Mature,Good
1679,Spruce-White,Picea glauca,18,Mature,Fair
1680,Spruce-Norway,Picea abies,30,Mature,Fair
1681,Spruce-Norway,Picea abies,22,Mature,Fair
1682,Spruce-Norway,Picea abies,21,Mature,Good
1683,Spruce-Norway,Picea abies,24,Mature,Good
1684,Spruce-Norway,Picea abies,21,Mature,Good
1685,Spruce-Norway,Picea abies,19,Mature,Good
1686,Spruce-Norway,Picea abies,22,Mature,Good
1687,Spruce-Norway,Picea abies,13,Semi-mature,Good
1688,Spruce-Colorado Blue,Picea pungens,16,Mature,Good
1689,Linden-Littleleaf,Tilia cordata,4,Young,Good
1690,Linden-Littleleaf,Tilia cordata,4,Young,Good
1691,Linden-Littleleaf,Tilia cordata,3,Young,Good
1692,Arborvitae-Eastern,Thuja occidentalis,2,Young,Good
1693,Arborvitae-Eastern,Thuja occidentalis,2,Young,Good
1694,Arborvitae-Eastern,Thuja occidentalis,2,Young,Good
1695,Arborvitae-Eastern,Thuja occidentalis,2,Young,Good
1696,Arborvitae-Eastern,Thuja occidentalis,2,Young,Good
1697,Fir-White,Abies concolor,2,Young,Poor
1698,Fir-White,Abies concolor,2,Young,Fair
1699,Fir-White,Abies concolor,2,Young,Good
1700,Arborvitae-Eastern,Thuja occidentalis,2,Young,Good
1701,Arborvitae-Eastern,Thuja occidentalis,1,Young,Good
1702,Arborvitae-Eastern,Thuja occidentalis,2,Young,Good
1703,Spruce,Picea sp,2,Young,Poor
1704,Spruce,Picea sp,2,Young,Fair
1705,Spruce,Picea sp,2,Young,Good
1706,Spruce,Picea sp,2,Young,Fair
1707,Spruce,Picea sp,2,Young,Fair
1708,Spruce,Picea sp,2,Young,Fair
1709,Arborvitae-Eastern,Thuja occidentalis,2,Young,Fair
1710,Arborvitae-Eastern,Thuja occidentalis,1,Young,Good
1711,Arborvitae-Eastern,Thuja occidentalis,2,Young,Good
1712,Arborvitae-Eastern,Thuja occidentalis,2,Young,Fair
1713,Arborvitae-Eastern,Thuja occidentalis,1,Young,Fair
1714,Arborvitae-Eastern,Thuja occidentalis,2,Young,Fair
1715,Arborvitae-Eastern,Thuja occidentalis,3,Young,Poor
1716,Arborvitae-Eastern,Thuja occidentalis,2,Young,Fair
1717,Arborvitae-Eastern,Thuja occidentalis,2,Young,Fair
1718,Arborvitae-Eastern,Thuja occidentalis,2,Young,Good
1719,Tupelo-Black,Nyssa sylvatica,3,Young,Good
1720,Oak-Swamp White,Quercus bicolor,3,Young,Good
1721,Oak-Bur,Quercus macrocarpa,4,Young,Good
1722,Oak-Bur,Quercus macrocarpa,4,Young,Good
1723,Oak-Bur,Quercus macrocarpa,3,Young,Good
1724,Oak-Bur,Quercus macrocarpa,5,Young,Good
1725,Oak- Northern Red,Quercus rubra,6,Young,Good
1726,Oak-Bur,Quercus macrocarpa,6,Young,Good
1727,Oak- Northern Red,Quercus rubra,4,Young,Good
1728,Oak- Northern Red,Quercus rubra,3,Young,Good
1729,Maple-Trident,Acer buergeranum,25,Over-mature,Fair
1730,Oak- Northern Red,Quercus rubra,3,Young,Good
1731,Oak- Northern Red,Quercus rubra,3,Young,Good
1732,Oak- Northern Red,Quercus rubra,4,Young,Good
1733,Maple-Red,Acer rubrum,3,Young,Good
1734,Maple-Red,Acer rubrum,3,Young,Good
1735,Maple-Red,Acer rubrum,3,Young,Good
1736,Maple-Red,Acer rubrum,4,Young,Good
1737,Maple-Red,Acer rubrum,3,Young,Good
1738,Maple-Red,Acer rubrum,3,Young,Good
1739,Maple-Red,Acer rubrum,3,Young,Good
1740,Oak-Swamp White,Quercus bicolor,3,Young,Good
1741,Oak- Northern Red,Quercus rubra,2,Young,Good
1742,Oak-Swamp White,Quercus bicolor,4,Young,Good
1743,Oak-Swamp White,Quercus bicolor,4,Young,Good
1744,Oak-Chestnut,Quercus prinus,4,Young,Good
1745,Ash-White,Fraxinus americana,4,Young,Good
1746,Pine-Eastern White,Pinus strobus,10,Semi-mature,Good
1747,Oak-Swamp White,Quercus bicolor,5,Young,Fair
1748,Oak-Swamp White,Quercus bicolor,7,Young,Good
1749,Ash-White,Fraxinus americana,5,Young,Good
1750,Ash-White,Fraxinus americana,5,Young,Good
1751,Ash-White,Fraxinus americana,5,Young,Good
1752,Oak-Bur,Quercus macrocarpa,4,Young,Good
1753,Oak-Bur,Quercus macrocarpa,5,Young,Good
1754,Oak-Bur,Quercus macrocarpa,4,Young,Good
1755,Oak-Bur,Quercus macrocarpa,3,Young,Good
1756,Oak-Bur,Quercus macrocarpa,4,Young,Good
1757,Oak-Chestnut,Quercus prinus,5,Young,Good
1758,Oak-Bur,Quercus macrocarpa,4,Young,Good
1759,Pine-Eastern White,Pinus strobus,8,Young,Fair
1760,Poplar-Eastern,Populus deltoides,21,Mature,Fair
1761,Crabapple,Malus sp,4,Semi-mature,Good
1762,Crabapple,Malus sp,4,Young,Good
1763,Pine-Eastern White,Pinus strobus,6,Young,Good
1764,Oak-Swamp White,Quercus bicolor,4,Young,Good
1765,Oak-Swamp White,Quercus bicolor,3,Young,Fair
1766,Pine-Eastern White,Pinus strobus,7,Young,Good
1767,Pine-Eastern White,Pinus strobus,6,Young,Fair
1768,Oak-Swamp White,Quercus bicolor,5,Young,Good
1769,Oak-Swamp White,Quercus bicolor,4,Young,Good
1770,Oak-Swamp White,Quercus bicolor,5,Young,Good
1771,Pine-Scotch,Pinus sylvestris,2,Young,Fair
1772,Pine-Eastern White,Pinus strobus,7,Young,Good
1773,Poplar-Eastern,Populus deltoides,19,Mature,Fair
1774,Poplar-Eastern,Populus deltoides,11,Semi-mature,Fair
1775,Poplar-Eastern,Populus deltoides,12,Semi-mature,Fair
1776,Crabapple,Malus sp,3,Semi-mature,Good
1777,Crabapple,Malus sp,3,Semi-mature,Good
1778,Oak-Swamp White,Quercus bicolor,5,Young,Good
1779,Oak-Swamp White,Quercus bicolor,5,Young,Good
1780,Oak-Bur,Quercus macrocarpa,3,Young,Good
1781,Oak- Northern Red,Quercus rubra,4,Young,Good
1782,Oak- Northern Red,Quercus rubra,4,Young,Good
1783,Oak- Northern Red,Quercus rubra,4,Young,Good
1784,Oak- Northern Red,Quercus rubra,3,Young,Good
1785,Oak- Northern Red,Quercus rubra,3,Young,Good
1786,Tupelo-Black,Nyssa sylvatica,3,Young,Good
1787,Serviceberry,Amelanchier sp,2,Semi-mature,Good
1788,Oak- Northern Red,Quercus rubra,4,Young,Good
1789,Oak- Northern Red,Quercus rubra,4,Young,Good
1790,Oak-Bur,Quercus macrocarpa,3,Young,Good
1791,Oak-Bur,Quercus macrocarpa,3,Young,Good
1792,Oak-Bur,Quercus macrocarpa,3,Young,Good
1793,Serviceberry,Amelanchier sp,1,Semi-mature,Good
1794,Serviceberry,Amelanchier sp,1,Semi-mature,Good
1795,Oak-Bur,Quercus macrocarpa,3,Young,Good
1796,Tupelo-Black,Nyssa sylvatica,4,Young,Good
1797,Oak-Bur,Quercus macrocarpa,5,Young,Good
1798,Oak-Bur,Quercus macrocarpa,3,Young,Good
1799,Oak- Northern Red,Quercus rubra,3,Young,Good
1800,Oak-Swamp White,Quercus bicolor,4,Young,Good
1801,Serviceberry,Amelanchier sp,2,Semi-mature,Good
1802,Serviceberry,Amelanchier sp,2,Semi-mature,Good
1803,Maple-Red,Acer rubrum,4,Young,Good
1804,Zelkova-Japanese,Zelkova serrata,16,Mature,Good
1805,Linden-European,Tilia x europaea,16,Mature,Good
1806,Ash-White,Fraxinus americana,12,Semi-mature,Good
1807,Maple-Red,Acer rubrum,4,Young,Good
1808,Oak- Northern Red,Quercus rubra,12,Semi-mature,Good
1809,Maple-Red,Acer rubrum,5,Young,Good
1810,Horsechestnut-Common,Aesculus hippocastanum,16,Mature,Good
1811,Horsechestnut-Common,Aesculus hippocastanum,14,Mature,Good
1812,Honeylocust-Thornless Common,Gleditsia triacanthos,12,Mature,Good
1813,Honeylocust-Thornless Common,Gleditsia triacanthos,15,Mature,Good
1814,Maple-Sugar,Acer saccharum,15,Mature,Good
1815,Maple-Norway,Acer platanoides,12,Mature,Good
1816,Maple-Sugar,Acer saccharum,15,Mature,Fair
1817,Pine-Eastern White,Pinus strobus,21,Mature,Good
1818,Pine-Austrian,Pinus nigra,10,Semi-mature,Good
1819,Pine-Austrian,Pinus nigra,20,Over-mature,Poor
1820,Maple-Red,Acer rubrum,4,Young,Good
1821,Maple-Red,Acer rubrum,4,Young,Good
1822,Maple-Red,Acer rubrum,4,Young,Good
1823,Maple-Red,Acer rubrum,4,Young,Good
1824,Maple-Red,Acer rubrum,3,Young,Fair
1825,Maple-Norway,Acer platanoides,20,Mature,Good
1826,Pine-Austrian,Pinus nigra,17,Mature,Good
1827,Pine-Eastern White,Pinus strobus,20,Mature,Good
1828,Pine-Eastern White,Pinus strobus,23,Mature,Good
1829,Pine-Eastern White,Pinus strobus,26,Mature,Good
1830,Pine-Eastern White,Pinus strobus,17,Mature,Good
1831,Pine-Eastern White,Pinus strobus,15,Mature,Good
1832,Pine-Eastern White,Pinus strobus,7,Semi-mature,Fair
1833,Pine-Eastern White,Pinus strobus,17,Mature,Good
1834,Pine-Eastern White,Pinus strobus,8,Semi-mature,Good
1835,Arborvitae-Eastern,Thuja occidentalis,10,Mature,Good
1836,Arborvitae-Eastern,Thuja occidentalis,10,Mature,Good
1837,Arborvitae-Eastern,Thuja occidentalis,10,Mature,Good
1838,Arborvitae-Eastern,Thuja occidentalis,12,Mature,Good
1839,Arborvitae-Eastern,Thuja occidentalis,22,Mature,Good
1840,Arborvitae-Eastern,Thuja occidentalis,14,Mature,Good
1841,Hornbeam-American,Carpinus caroliniana,4,Young,Fair
1842,Hornbeam-American,Carpinus caroliniana,3,Young,Fair
1843,Hornbeam-American,Carpinus caroliniana,4,Young,Fair
1844,Pine-Eastern White,Pinus strobus,15,Semi-mature,Fair
1845,Pine-Eastern White,Pinus strobus,14,Semi-mature,Fair
1846,Pine-Eastern White,Pinus strobus,15,Mature,Fair
1847,Pine-Eastern White,Pinus strobus,20,Mature,Fair
1848,Pine-Eastern White,Pinus strobus,13,Mature,Fair
1849,Pine-Eastern White,Pinus strobus,10,Semi-mature,Fair
1850,Pine-Eastern White,Pinus strobus,19,Mature,Fair
1851,Arborvitae-Eastern,Thuja occidentalis,14,Mature,Fair
1852,Arborvitae-Eastern,Thuja occidentalis,19,Mature,Poor
1853,Pine-Eastern White,Pinus strobus,20,Mature,Fair
1854,Pine-Eastern White,Pinus strobus,22,Mature,Fair
1855,Pine-Eastern White,Pinus strobus,14,Mature,Fair
1856,Pine-Eastern White,Pinus strobus,19,Mature,Fair
1857,Pine-Eastern White,Pinus strobus,9,Young,Fair
1858,Pine-Eastern White,Pinus strobus,13,Semi-mature,Fair
1859,Pine-Eastern White,Pinus strobus,18,Mature,Fair
1860,Pine-Eastern White,Pinus strobus,28,Mature,Good
1861,Pine-Eastern White,Pinus strobus,18,Mature,Good
1862,Pine-Eastern White,Pinus strobus,16,Mature,Fair
1863,Pine-Eastern White,Pinus strobus,17,Mature,Fair
1864,Pine-Eastern White,Pinus strobus,12,Semi-mature,Fair
1865,Pine-Eastern White,Pinus strobus,20,Mature,Fair
1866,Pine-Eastern White,Pinus strobus,15,Mature,Fair
1867,Pine-Eastern White,Pinus strobus,16,Mature,Fair
1868,Pine-Eastern White,Pinus strobus,12,Semi-mature,Fair
1869,Pine-Eastern White,Pinus strobus,19,Mature,Fair
1870,Pine-Eastern White,Pinus strobus,6,Young,Fair
1871,Pine-Eastern White,Pinus strobus,21,Mature,Fair
1872,Pine-Eastern White,Pinus strobus,17,Mature,Fair
1873,Pine-Eastern White,Pinus strobus,14,Semi-mature,Fair
1874,Pine-Eastern White,Pinus strobus,13,Semi-mature,Fair
1875,Pine-Eastern White,Pinus strobus,20,Mature,Poor
1876,Pine-Eastern White,Pinus strobus,19,Mature,Fair
1877,Pine-Eastern White,Pinus strobus,13,Semi-mature,Fair
1878,Pine-Eastern White,Pinus strobus,17,Mature,Fair
1879,Pine-Eastern White,Pinus strobus,17,Mature,Fair
1880,Pine-Eastern White,Pinus strobus,19,Mature,Fair
1881,Pine-Eastern White,Pinus strobus,14,Semi-mature,Fair
1882,Pine-Eastern White,Pinus strobus,20,Mature,Fair
1883,Pine-Eastern White,Pinus strobus,2,Young,Fair
1884,Pine-Eastern White,Pinus strobus,15,Semi-mature,Fair
1885,Pine-Eastern White,Pinus strobus,11,Semi-mature,Fair
1886,Pine-Eastern White,Pinus strobus,8,Young,Fair
1887,Pine-Eastern White,Pinus strobus,12,Semi-mature,Fair
1888,Pine-Eastern White,Pinus strobus,7,Young,Fair
1889,Pine-Eastern White,Pinus strobus,7,Young,Fair
1890,Pine-Eastern White,Pinus strobus,8,Young,Fair
1891,Pine-Eastern White,Pinus strobus,12,Semi-mature,Fair
1892,Honeylocust-Thornless Common,Gleditsia triacanthos,3,Young,Fair
1893,Catalpa-Northern,Catalpa speciosa,27,Mature,Fair
1894,Redcedar-Eastern,Juniperus virginiana,5,Semi-mature,Fair
1895,Birch-Paper,Betula papyrifera,15,Mature,Fair
1896,Birch-Paper,Betula papyrifera,15,Mature,Fair
1897,Maple-Norway,Acer platanoides,15,Mature,Fair
1898,Crabapple,Malus sp,5,Mature,Fair
1899,Lilac-Japanese Tree,Syringa reticulata,5,Mature,Fair
1900,Birch-Paper,Betula papyrifera,13,Mature,Fair
1901,Birch-Paper,Betula papyrifera,16,Mature,Fair
1902,Oak- Northern Red,Quercus rubra,17,Mature,Fair
1903,Oak-Pin,Quercus palustris,25,Mature,Fair
1904,Crabapple,Malus sp,13,Mature,Poor
1905,Crabapple,Malus sp,13,Mature,Poor
1906,Crabapple,Malus sp,10,Mature,Fair
1907,Crabapple,Malus sp,14,Mature,Fair
1908,Crabapple,Malus sp,4,Mature,Fair
1909,Crabapple,Malus sp,6,Mature,Fair
1910,Crabapple,Malus sp,8,Mature,Fair
1911,Serviceberry,Amelanchier sp,4,Semi-mature,Fair
1912,Serviceberry,Amelanchier sp,7,Semi-mature,Fair
1913,Arborvitae-Eastern,Thuja occidentalis,4,Semi-mature,Fair
1914,Pine-Austrian,Pinus nigra,13,Semi-mature,Fair
1915,Pine-Austrian,Pinus nigra,16,Mature,Fair
1916,Pine-Austrian,Pinus nigra,16,Mature,Fair
